D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_456.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_456.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_456.jpg, -0.4022412, 1, 0, 24.61123
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_556.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_556.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_556.jpg, -0.4946847, 1, 0, 25.37769
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_658.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_658.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_658.jpg, -0.1935884, 1, 0, 26.33545
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_759.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_759.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_759.jpg, 0, 1, 0, 27.26197
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_862.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_862.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_862.jpg, 0, 1, 0, 28.1901
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_35_964.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_35_964.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_35_964.jpg, 0, 1, 0, 29.29809
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_066.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_066.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_066.jpg, 0, 1, 0, 30.18347
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_169.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_169.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_169.jpg, 0, 1, 0, 30.1903
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_272.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_272.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_272.jpg, -0.0871311, 1, 0, 30.18769
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_373.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_373.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_373.jpg, -0.3893682, 1, 0, 30.15718
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_475.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_475.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_475.jpg, -0.5609729, 1, 0, 30.14192
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_576.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_576.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_576.jpg, -0.2636307, 1, 0, 30.19563
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_677.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_677.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_677.jpg, 0, 1, 0, 30.18545
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_778.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_778.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_778.jpg, 0, 1, 0, 30.18815
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_881.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_881.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_881.jpg, 0, 1, 0, 30.18985
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_36_982.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_36_982.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_36_982.jpg, 0, 1, 0, 30.189
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_084.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_084.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_084.jpg, 0.07892007, 1, 0, 30.19006
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_184.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_184.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_184.jpg, 0, 1, 0, 30.18984
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_287.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_287.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_287.jpg, 0, 1, 0, 30.19004
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_388.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_388.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_388.jpg, 0, 1, 0, 30.19013
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_489.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_489.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_489.jpg, -0.291465, 1, 0, 30.16779
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_590.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_590.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_590.jpg, -0.01086356, 1, 0, 30.19012
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_693.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_693.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_693.jpg, 0, 1, 0, 30.18965
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_794.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_794.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_794.jpg, 0, 1, 0, 30.1907
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_896.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_896.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_896.jpg, 0, 1, 0, 30.1904
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_37_997.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_37_997.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_37_997.jpg, 0, 1, 0, 30.19036
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_098.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_098.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_098.jpg, 0, 1, 0, 30.19036
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_201.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_201.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_201.jpg, -0.1462656, 1, 0, 30.18429
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_303.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_303.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_303.jpg, -0.3384546, 1, 0, 30.16563
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_406.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_406.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_406.jpg, 0, 1, 0, 30.18845
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_506.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_506.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_506.jpg, 0, 1, 0, 30.1883
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_606.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_606.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_606.jpg, 0, 1, 0, 30.19064
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_708.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_708.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_708.jpg, 0, 1, 0, 30.19048
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_809.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_809.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_809.jpg, -0.1967391, 1, 0, 30.17997
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_38_910.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_38_910.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_38_910.jpg, 0, 1, 0, 30.18998
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_011.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_011.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_011.jpg, 0, 1, 0, 30.19035
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_113.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_113.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_113.jpg, 0, 1, 0, 30.19035
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_216.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_216.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_216.jpg, -0.09795568, 1, 0, 30.18855
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_317.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_317.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_317.jpg, -0.3996192, 1, 0, 30.15549
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_419.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_419.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_419.jpg, -0.121662, 1, 0, 30.1923
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_522.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_522.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_522.jpg, 0, 1, 0, 30.18974
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_623.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_623.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_623.jpg, 0, 1, 0, 30.19033
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_724.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_724.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_724.jpg, -0.0507453, 1, 0, 30.18989
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_826.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_826.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_826.jpg, -0.3577671, 1, 0, 30.16075
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_39_929.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_39_929.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_39_929.jpg, -0.3371786, 1, 0, 30.18194
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_031.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_031.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_031.jpg, -0.03967974, 1, 0, 30.18923
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_132.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_132.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_132.jpg, 0, 1, 0, 30.18977
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_231.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_231.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_231.jpg, 0, 1, 0, 30.19001
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_334.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_334.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_334.jpg, 0, 1, 0, 30.1907
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_435.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_435.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_435.jpg, 0, 1, 0, 30.1902
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_539.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_539.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_539.jpg, 0, 1, 0, 30.19014
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_642.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_642.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_642.jpg, 0, 1, 0, 30.19016
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_743.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_743.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_743.jpg, 0, 1, 0, 30.19016
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_845.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_845.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_845.jpg, 0, 1, 0, 30.19015
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_40_947.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_40_947.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_40_947.jpg, 0, 1, 0, 30.19011
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_048.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_048.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_048.jpg, -0.0666876, 1, 0, 30.18954
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_151.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_151.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_151.jpg, -0.3118962, 1, 0, 30.16803
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_253.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_253.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_253.jpg, -0.01644478, 1, 0, 30.19109
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_353.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_353.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_353.jpg, 0, 1, 0, 30.19013
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_455.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_455.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_455.jpg, 0, 1, 0, 30.19029
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_557.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_557.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_557.jpg, 0, 1, 0, 30.19033
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_658.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_658.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_658.jpg, -0.2638086, 1, 0, 30.17312
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_760.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_760.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_760.jpg, -0.0442137, 1, 0, 30.19061
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_862.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_862.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_862.jpg, 0, 1, 0, 30.18993
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_41_963.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_41_963.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_41_963.jpg, 0, 1, 0, 30.19005
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_063.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_063.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_063.jpg, 0, 1, 0, 30.19081
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_167.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_167.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_167.jpg, -0.1143396, 1, 0, 30.18692
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_268.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_268.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_268.jpg, -0.3275464, 1, 0, 30.16752
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_370.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_370.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_370.jpg, -0.02401323, 1, 0, 30.18992
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_471.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_471.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_471.jpg, 0, 1, 0, 30.18987
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_574.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_574.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_574.jpg, 0, 1, 0, 30.19021
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_675.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_675.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_675.jpg, 0, 1, 0, 30.19024
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_775.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_775.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_775.jpg, 0, 1, 0, 30.1902
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_878.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_878.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_878.jpg, 0, 1, 0, 30.19021
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_42_980.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_42_980.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_42_980.jpg, 0, 1, 0, 30.19022
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_080.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_080.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_080.jpg, -0.1307463, 1, 0, 30.18575
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_180.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_180.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_180.jpg, -0.1291557, 1, 0, 30.18973
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_282.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_282.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_282.jpg, 0, 1, 0, 30.19054
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_383.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_383.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_383.jpg, 0, 1, 0, 30.19043
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_483.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_483.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_483.jpg, 0, 1, 0, 30.19044
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_583.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_583.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_583.jpg, 0, 1, 0, 30.19045
D:\Pulpit\Data\IMG\center_2020_11_18_15_54_43_685.jpg, D:\Pulpit\Data\IMG\left_2020_11_18_15_54_43_685.jpg, D:\Pulpit\Data\IMG\right_2020_11_18_15_54_43_685.jpg, -0.2378967, 1, 0, 30.17653
